소속사,그룹,연예인 이름,사건 날짜,사건 내용 (날짜+내용 전체)
HYBE,방탄소년단,정국,2019년 11월 4일,"2019년 11월 4일 정국의 소속사 빅히트 엔터테인먼트는 정국이 사고 직후 본인의 도로교통법 위반을 인정하고 적법한 절차에 따라 현장 처리 및 경찰서 진술을 진행했으며, 이후 피해자인 택시기사와 원만하게 합의를 완료했다고 밝혔다. 아울러 소속사는 피해자에게 사과를 하고 팬들에게도 사과의 뜻을 전했다.
기사"
HYBE,방탄소년단,정국,"2019년
11월 8일","2019년
11월 8일
, 용산경찰서는 이 사건에 대해 중과실이 발생한 부분이 있음을 밝히고, 정국을
도로교통법
위반과
교통사고처리 특례법
위반 혐의로 피의자 신분으로 불구속 입건하고 정식 수사에 착수했다. 신호 위반하여 교통사고를 내는 것은 12대 중과실 교통사고 중 하나로 현행법 상
12대 중과실
교통사고
[1]
를 낸 경우 피해자와의 합의 여부와는 관계 없이 형사 처벌의 대상이 될 수 있다. 일각에서 전해지고 있는 불법주차를 피하려다 피치 못하게 신호를 위반하여 사고를 냈다는 소문은
""사실이 아니다""
라고 밝혔다. 2019년 11월 말 용산경찰서는 정국을 한 차례 비공개 소환해 사고 경위에 대한 조사를 마쳤고, 경찰 수사 결과 용산경찰서는"
HYBE,방탄소년단,정국,2019년 12월 10일,"2019년 12월 10일 해당 사건을
기소 의견
으로 검찰에 송치한다고 밝혔다.
기사
검찰 송치 이후"
HYBE,방탄소년단,정국,2020년 1월 23일,"2020년 1월 23일 검찰에서
불기소
(
기소유예
) 처분
이 내려졌다. 이는 수사의 공정성과 투명성을 위하여 연예인 사건으로는 최초로 검사측 단독 결정이 아닌 검찰시민위원회를 통한 국민 의견을 최종 반영하여 이루어졌다.
기사
4.
사회적 거리두기 기간 중 이태원 방문
[편집]
디스패치
의
보도
에 따르면, 사회적 거리두기 기간인"
HYBE,방탄소년단,정국,2020년 4월 25일,"2020년 4월 25일에 동료 남자아이돌, 일명 97팸
[2]
과 함께
이태원
주점 등을 방문했다.
기사가 공개된 후 이들은 일부 언론이나 대중으로부터 ""사회적 거리두기 기간에 밀집 구역을 방문한 것은 잘못이며, 설령 음성 판정을 받았더라도 '충분한 자가 격리'나 '외출 자제' 없이 활동을 재개하는 것은 문제""라고 비판을 받았다. 권고되는 자가격리 기간은 확진 환자 접촉 종료 후 2주이다. 검사를 한 시점부터 기산하는 것이 아닌 ""감염원 접촉이 종료되는 시점부터 기산한다."" 이번 일의 경우 감염원이 될 수 있는 이태원에서 벗어났던 4월 26일 새벽으로부터 기산한 5월 10일까지이다. 정국의 경우 이 기간 동안 비활동기라서 공식적인 스케줄은 하지 않았다. 빅히트 엔터테인먼트 등 일부 소속사들이 사생활이라는 이유로 이태원 방문 여부에 대해 확인 불가로 일관한 태도도 비판받았다.
하지만 방문일이
이태원 클럽 코로나바이러스감염증-19 집단 감염 사건
이 일어나기 며칠 전이었던 것을 이용해
안티
들이나 일부 언론들이 일을 지나치게 과장하고 있는 게 아니냐는 의견도 나왔다. 가령, 디스패치에서 ""이태원 아이돌의 실체는, 97모임""이라는 자극적인 헤드라인을 내세우고, 이들의 방문과는 관련 없는 클럽의 사진을 기사에 첨부하고, ""황금연휴(4월 24일~5월 5일)의 시작을 이태원에서 보냈다.""라는 내용으로, 이들이
이태원 클럽 코로나바이러스감염증-19 집단 감염 사건
의 클럽에 방문한 것처럼 보도한 것이다. 하지만 이들이 방문한 곳은
이태원 클럽 코로나바이러스감염증-19 집단 감염 사건
이 일어난 클럽이 아니며
, 애초에 이들이 방문했던 곳은
클럽도 아니었고
, 황금연휴 기간은 일반적으로 4월 29일~5월 1일이 시작으로 4월 25일은
이태원 클럽 코로나바이러스감염증-19 집단 감염 사건
이 일어났던 황금연휴 기간과도 무관
했다. 관련 검사 권고 대상
[3]
과 전혀 무관한 정국과 일동은 자발적 검사까지 진행했다."
HYBE,방탄소년단,정국,2020년 3월 22일,"2020년 3월 22일 ~ 4월 19일 시행된 사회적 거리두기에는 ""불필요한 외출, 모임, 외식, 행사, 여행 등을 모두 연기 및 취소하라""는 내용이 있었다.
#
그러나"
HYBE,방탄소년단,정국,2020년 4월 20일,"2020년 4월 20일부터 다소 완화된 사회적 거리두기가 시행되어 ""불요불급한 모임·외출·행사는 가급적 자제를 권고""한다는 내용만 있었다.
#
4월 25일 서울 확진자 수는 1명이었다. 이를 감안하면
완화된 사회적 거리두기 기간
중
권고를 어기고
모임한 것은 사실이지만
이태원 클럽 코로나바이러스감염증-19 집단 감염 사건
과 관련된 것처럼, 클럽인 것처럼
잘못 보도한 기사
로 인해
작은 잘못
임에도 한 잘못에 비해선 너무 과도한 비난을 받은 것이 아니냐는 의견이 많다."
HYBE,방탄소년단,정국,2020년 5월 18일,"2020년 5월 18일 정국의 소속사인
빅히트 엔터테인먼트
는 공식 사과를 하고 사회적 거리두기에 대한 전 사회적 노력에 충실히 동참하지 않은 점을 반성한다고 발표했다.
기사"
HYBE,방탄소년단,정국,2020년 6월 6일,"2020년 6월 6일 정국도 같은 팀 멤버
슈가
의 V앱 오디오 라이브 방송 '슙디의 꿀 FM 06.13'에 출연해 사과를 하며 입장을 표명했다.
기사
5.
뒷광고 의혹 누명 피해
[편집]
2021년 10월, '뒷광고 의혹' 관련 민원이
공정거래위원회
에 접수됐다. 정국의 친형이 지인들과 함께 설립하고 정국 본인도 사내이사로 있었던 의류 브랜드 제품을 입고 정국이 라이브 방송을 진행했으며 옷을 입은 사진을 방탄소년단 공식 SNS에도 게재했다는 내용이었다.
기사
[4]
뒷광고는 업체로부터 홍보를 목적으로 광고비나 협찬 등을 받았지만 직접 돈을 주고 산 척 소비자를 오인하게 하여 구매를 유도하는 행위다. 그러나 공정위 관계자 측은 ""뒷광고라고 하기 힘들 것 같다.""며 ""브랜드명 구체적 언급이 없었다면 기만성 인정 힘들어 보이고 단순히 착용한 것만으로
소비자를 오인하게 한 것으로 보이지 않는다
.""는 말을 전했다. 10월 공정위는 ""
조사 필요성이 없다""
는 결론으로 해당 민원을 종결시켰다.
기사1
기사2
한편, 해당 민원의 발생지가 방탄소년단의 안티 활동이 활발한 사이트로부터 발생한 정황이 있다.
6.
군 복무 중 명의도용으로 하이브 주식 탈취 피해
[편집]
비즈한국은 정국이 군 복무 중 명의도용으로 하이브 주식 탈취당했다고 밝혔다.
#
사건이 발생한 것은 지난"
HYBE,방탄소년단,정국,2024년 1월 6일,"2024년 1월 6일, 정국이 입대 후 신병 교육을 받는 동안 발생했다. 탈취범은 정국의 동의 없이 정국 명의로 3개의 증권 계좌를 무단 개설하고, 이를 이용해 주식을 무단으로 이동시키고 매도한 것으로 드러났다.
탈취범이 정국의 의사와 무관하게 이동시킨 하이브 주식은 총 3만 3500주다. 탈취범은 정국의 하이브 주식 3만 3000주(1월 5일 종가 기준 83억 1600만 원)를 정국의 새로운 증권 계좌로 이전하고, 500주(1억 2600만 원)는 제3자에게 매도해 이전했다.
이에 2024년 3월 정국은 500주를 매수해 간 제3자에 대해 주식을 반환해 달라는 민사소송을 제기했다. 2025년 2월 서울서부지방법원은 “주식에 대한 양도계약이 성립한 바 없고, 정국은 명의도용 피해를 당한 것에 불가하다”​며 “​제3자는 정국에게 해당 주식을 반환해야 한다”고 판결했다. 제3자는 선의취득(법적으로 정당한 권리를 가지고 있다고 믿고 거래한 경우 보호받는 원칙)을 주장했지만, 법원은 인정하지 않았다. 재판부는 “해당 주식이 대주주 지분이라는 이야기만 듣고, 명의자 확인 절차 없이 거래를 진행한 것에 중대한 과실이 없었다고 할 수 없다”고 지적했다.
정국의 계좌를 탈취한 범인은 아직 잡히지 않은 상황. 정국의 계좌, 신분증, 은행 비밀번호 등 금융 정보를 모두 알고 있었다는 점을 고려하면 지인이 개입했을 가능성이 제기됐다.
빅히트 뮤직 측은 ""회사와 아티스트는 해당 범죄 행위를 인지한 즉시, 계좌에 대한 지급정지조치 및 원상회복 조치 등 실질적인 피해를 방지했다. 법적인 조치와 별개로 아티스트 개인정보 및 기기 관련 정보 보안 강화 대책도 마련하여 재발방지 조치를 시행했다""고 밝혔다.
#
[1]
1. 신호 및 지시 위반
2. 중앙선 침범 3. 속도위반 4. 앞지르기 규정 위반 5. 철길건널목 통과방법 위반 6. 횡단보도 보행자보호의무 위반 7. 무면허운전 8. 음주운전 9. 보도 침범 10. 승객추락방지의무 위반 11. 어린이보호구역 안전운전의무 위반 12. 화물고정조치 위반
[2]
NCT
재현
,
ASTRO
차은우
,
세븐틴
민규
[3]
이태원 일대 방문자 기준 자발적 검사가 권고된 대상은 4월 29일 22시~5월 6일까지의 방문자였다.
[4]
개드립
,
인벤
,
에펨코리아
,
인스티즈
,
디씨인사이드 스타인뉴스 갤러리
,
루리웹
이 문서의 내용 중 전체 또는 일부는
정국(방탄소년단)
문서의
uuid not found
판,
5번 문단
에서 가져왔습니다.
이전 역사 보러 가기
지룡자 원격포맷 게임최적화
5738.kr
원격설치
예약접수
채팅문의
원격제어
컴퓨터 온라인 수리점 신속 정확한 서비스
0원창업 식사메뉴추가
www.leess.co.kr
월매출 1억돌파! 가맹비 로열티 면제!
잠실에오면 꼭! 정순함박!
m.place.naver.com/restaurant/37755810
16년 역사, 함박스테이크 맛집, 튀김함박, 양송이폭탄함박파스타, 궁극의버거
이 저작물은
CC BY-NC-SA 2.0 KR
에 따라 이용할 수 있습니다. (단, 라이선스가 명시된 일부 문서 및 삽화 제외)
기여하신 문서의 저작권은 각 기여자에게 있으며, 각 기여자는 기여하신 부분의 저작권을 갖습니다.
나무위키는 백과사전이 아니며 검증되지 않았거나, 편향적이거나, 잘못된 서술이 있을 수 있습니다.
나무위키는 위키위키입니다. 여러분이 직접 문서를 고칠 수 있으며, 다른 사람의 의견을 원할 경우 직접 토론을 발제할 수 있습니다."
HYBE,투모로우바이투게더,연준,,nan
HYBE,투모로우바이투게더,수빈,,"3
편집 요청
편집 요청
편집 권한이 부족합니다. 가입한지 15일 지난 사용자(이)여야 합니다. 해당 문서의
ACL 탭
을 확인하시기 바랍니다.
편집 권한이 부족한 경우 아래의 '편집 요청' 버튼으로 편집 요청을 생성할 수 있습니다.
[편집 요청 도움말]
편집 요청
닫기
토론
역사
투모로우바이투게더/논란 및 사건 사고
최근 수정 시각:
2024-12-27 01:05:58
분류
투모로우바이투게더
대한민국의 아이돌 사건 사고
편집 보호된 문서입니다. 문서의
ACL 탭
을 확인하세요.
상위 문서:
투모로우바이투게더
주의. 사건·사고 관련 내용을 설명합니다.
사건 사고 관련 서술 규정
을 유의하시기 바랍니다.
연준
수빈
범규
태현
휴닝카이
[ 한국 음반 ]
THE DREAM CHAPTER Trilogy / 꿈의 장 3부작
minisode1: BLUE HOUR
미니 3집
2020/10/26
꿈의 장: STAR
미니 1집
2019/03/04
꿈의 장: MAGIC
정규 1집
2019/10/21
꿈의 장: ETERNITY
미니 2집
2020/05/18
THE CHAOS CHAPTER Duology / 혼돈의 장 2부작
minisode 2: Thursday's Child
미니 4집
2022/05/09
THE NAME CHAPTER Duology
혼돈의 장: FREEZE
정규 2집
2021/05/31
혼돈의 장: FIGHT
OR
ESCAPE
정규 2집 리패키지
2021/08/17
이름의 장: TEMPTATION
미니 5집
2023/01/27
/ 이름의 장 2부작
minisode 3: TOMORROW
미니 6집
2024/04/01
별의 장: SANCTUARY
미니 7집
2024/11/04
이름의 장: FREEFALL
정규 3집
2023/10/13
[ 일본 음반 ]
MAGIC HOUR
싱글 1집
2020/01/15
DRAMA
싱글 2집
2020/08/19
STILL DREAMING
정규 1집
2021/01/20
Chaotic Wonderland
미니 1집
2021/11/10
GOOD BOY GONE BAD
싱글 3집
2022/08/31
SWEET
정규 2집
2023/07/05
誓い (CHIKAI)
싱글 4집
2024/07/03
[ 디지털 ]
Cat & Dog (English Ver.)
싱글
2019/05/03
Our Summer (Acoustic Mix)
싱글
2019/05/31
0X1=LOVESONG (I Know I Love You) feat. pH-1, Woodie Gochild, Seori
싱글
2021/06/25
0X1=LOVESONG (I Know I Love You) feat. MOD SUN
싱글
2021/09/10
Do It Like That
싱글
2023/07/07
Back for More
선공개 싱글
2023/09/15
minisode 3: TOMORROW with Remixes
리믹스 EP
2024/04/05
[ 참여 음반 ]
Your Light
OST
2020/11/24
널 보면 시간이 멈춰 어느 순간에도
OST
2021/05/24
EYES (감은 눈을 떠봐)
OST
2021/11/04
PS5
싱글
2022/02/23
Valley of Lies (feat. iann dior)
싱글
2022/07/22
Free Falling
OST
2022/09/19
이젠 안녕
OST
2023/02/22
LEveL
OST
2024/01/07
Open Always Wins
AD
2024/07/17
Love Story
THE 시즌즈
2024/11/15
Can't Stop
OST
2024/11/18
[ 관련 문서 ]
활동
음반
활동
공연
광고 및 화보
노래
뮤직비디오
직캠
수상
세계관
콘텐츠
콘텐츠
Weverse
ONE DREAM.TXT
Our Lost Summer
팬덤
MOA
응원법
굿즈
기타
별을 쫓는 소년들
노래방 수록곡
논란 및 사건 사고
1
. 개요
2
. 그룹
2.1
.
MBC에 의한 보복성 갑질 피해
3
. 개인
3.1
.
수빈
3.1.1
.
RIIZE
의 前 멤버
승한
과의 라이브 방송 불법 녹화, 무단 유출 및 유포 사건
1.
개요
[편집]
빅히트 뮤직
소속 보이그룹
투모로우바이투게더
의 논란 및 사건 사고를 정리한 문서.
2.
그룹
[편집]
2.1.
MBC에 의한 보복성 갑질 피해
[편집]
자세한 내용은
MBC-HYBE 간 불화
문서를 참고하십시오.
3.
개인
[편집]
3.1.
수빈
[편집]
3.1.1.
RIIZE
의 前 멤버
승한
과의 라이브 방송 불법 녹화, 무단 유출 및 유포 사건
[편집]
자세한 내용은
승한 데뷔 전 사생활 논란
문서를 참고하십시오.
2023년 11월,
수빈
이 과거
SMROOKIES
시절의
승한
과 함께 SNS 비공개 계정으로 진행한 라이브 방송의 시청자가 해당 영상을 불법 녹화하여 타 SNS에 무단 유출하면서 논란이 불거졌다. SNS 유저들을 통해 유출된 영상이 2차 편집과정을 거쳐 무단 유포된 것이 논란의 쟁점이다. 이에
SM엔터테인먼트
는 해당 영상은 '의도적인 2차 편집을 통해 오해를 유발하도록 여러 차례 재생산된 것'이라며, 유포자가 사실과 다른 날조되고 왜곡된 정보를 퍼뜨려 아티스트에 대한 심각한 명예훼손 행위를 이어가는 것에 강경 대응할 것이라는 계획을 알렸다.
231122 스포츠 경향 기사
해당 영상
[1]
에서 승한은 수빈에게 ""춤 못 추고 노래 못하고 랩도 잘 못하고 '뮤뱅' MC 하나 했다고 아주 신나가지고 우리 oo나 만나고""라고 언급하는 모습이 나오는데, 그 말을 듣고 수빈은 승한에게 보여 줄 것이 있다며 ""기다려봐""라고 하고는 자신의 발가락으로 만든 욕을 보여 주었고, 승한은 이에 ""개더러워"" 라고
[2]
응했다.
#
[3]
또한 해당 사건과 별개로 유명인이라고 할지라도 당사자 동의없이 녹화된 촬영물은 명백한 불법영상물에 해당되며, 이를 유출 및 유포하는 것 또한 범죄 행위이기 때문에 유포자에 대한 비판도 이어졌다.
남양주매입 종로금매입직거래소
goldrado.modoo.at
전국금매입 전문업체,순금,18k,14k,은수저,다이아 높은가격으로 고가매입
한국다이아몬드센터 정확한감정
www.koreadiamonds.com
카톡상담
센터예약
출장예약
고객스토리
송파구금매입 GIA감정사 감정,매입까지 30분, (사)한국다이아협회 인증거래소
한국금거래소 송파점
songpa.koreagoldx.co.kr
합리적 가격에 캐럿 다이아몬드 판매 및 매입
[1]
앞서 언급한 바와 같이 해당 영상의 무단 유포는 강경 대응할 것이라는 SM엔터테인먼트의 입장문에 따라 영상 링크는 삭제 조치되었다.
[2]
해당 영상에선 서로가 아닌 승한이 수빈에게 험담과 오해의 소지가 있는 발언을 전했고 이를 들은 수빈은 발가락 욕을 표현하면서 '개더럽다'라는 다소 거리낌이 느껴지는 말을 승한으로부터 들었다. 그러나 이 또한 극히 사적인 내용을 누군가가 무단으로 유포함으로써 파생된 논란이다.
[3]
이 기사는 SM에서 처리할 부분으로 남겨놓도록 한다.
이 저작물은
CC BY-NC-SA 2.0 KR
에 따라 이용할 수 있습니다. (단, 라이선스가 명시된 일부 문서 및 삽화 제외)
기여하신 문서의 저작권은 각 기여자에게 있으며, 각 기여자는 기여하신 부분의 저작권을 갖습니다.
나무위키는 백과사전이 아니며 검증되지 않았거나, 편향적이거나, 잘못된 서술이 있을 수 있습니다.
나무위키는 위키위키입니다. 여러분이 직접 문서를 고칠 수 있으며, 다른 사람의 의견을 원할 경우 직접 토론을 발제할 수 있습니다."
HYBE,투모로우바이투게더,범준,,nan
HYBE,투모로우바이투게더,태현,,nan
HYBE,투모로우바이투게더,휴닝카이,,nan
HYBE,엔하이픈,정원,2021년 9월 2일,"2021년 9월 2일,
빌리프랩
은 공지를 통해 선우, 니키를 제외한
정원
,
희승
,
제이
,
제이크
,
성훈
5명이
코로나19
확진 판정을 받았다고 밝혔다. 앞서 8월 25일 스태프가 확진 판정을 받아 8월 26일부터
자가격리
중이었다. 8월 29일 제이크가
기침
과
발열
증세를 보여
PCR
검사를 진행한 뒤 8월 30일 오전 확진 판정을 받았으며 같은 날 정원, 희승, 제이, 성훈도 비슷한 증세가 나타나 PCR 검사를 진행한 후 확진 판정을 받았다.
관련 기사
며칠 뒤인 9월 5일, 전날
니키
가 추가로 코로나19 확진 판정을 받았다는 공지가 올라왔다. 자가격리 도중 9월 3일
기침
증세가 나타나 검사를 진행한 것. 방역 당국의 지침에 따라 치료 시설 배정, 이동 등 필요한 조치를 취하고 있으며 멤버들의 증상은 경미한 수준이라고 한다.
#
9월 8일,
제이크
가 완치 후 퇴소했으며, 다른 멤버들도 열심히 회복중이라고 위버스를 통해 밝혔다.
9월 10일
제이
와
정원
이 완치 후 퇴소했고.
선우
는 개인
V LIVE
를 통해 자가격리 중 상황을 전했다. 그리고 다음 날
희승
도 완치 후 퇴소했으며, 이날
정원
은 개인 V LIVE로 안부 인사를 전했다.
브이앱
그 다음날인 12일엔
성훈
이 완치 후 퇴소했다고 위버스를 통해 밝혔으며, 공식 트위터에 예전에 찍은 틱톡 영상을 올려주었다.
트위터
이틀 뒤인 9월 14일
니키
를 마지막으로 멤버 전원 모두 완치 판정을 받은 후 퇴소했으며 격리 해제되었다. 멤버들은 그 후 휴식을 취하였다. 선우 역시 재검사로 음성판정을 받은 후 자가격리가 해제되었다. 9월 16일 니키가 공식 위버스를 통해 코로나 19 완치 판정을 받았다고 밝혔다.
해당 일로 인해 9월 27일로 예정되어 있던
정규 1집
발매 일정은 10월 12일로 연기되었다.
2.2.
석연찮은
2023 MAMA AWARDS
후보 제외
[편집]
관련 기사"
